,sentence,label
18497,Your favorite places and search history will be included as search suggestions.,None
18498,"If you're signed in with your Microsoft account, your favorite places, search history, and certain app settings will be synced across other devices and services (for example, Cortana).",None
18499,"For more information, see the Sync settings section of this privacy statement.",None
18500,"

Camera app.",None
18501,"If you allow the Camera app to use your location, location data is embedded in the photos and videos you take with your device.",None
18502,"Other descriptive data, such as camera model and the date that the picture or video",None
18503,"was taken, is also embedded in photos and videos.",None
18504,"If you choose to share a photo or video, any embedded data will be accessible to the people and services you share with.",None
18505,"Once enabled, you can always disable the Camera app's access to your location by turning off all access to the location service in your device's Settings menu or turning off the Camera app's access to the location service.",None
18506,"

When the Camera app is open, it shows rectangles detected by the selected camera for areas in the image that are potentially used for image enhancement.",None
18507,The Camera app does not retain any image enhancing data.,None
18508,You can always change your camera access settings in the Camera app,None
18509,’s Settings menu or the Windows Settings menu.,None
18510,"

Photos app.",None
18511,The Photos app helps you organize and share your photos.,None
18512,"For example, the Photos app presents different ways to group photos and videos by date, location, tags, and faces.",None
18513,The Collection tab displays photos and videos according to the date they are taken.,None
18514,The Album tab helps users organize their photos and videos by location and common tags.,None
18515,"The People tab helps you organize your photos and videos by grouping photos and videos with similar faces, which you can then associate with contacts.",None
18516,"

If you enable the People setting on the Photos app's settings page, the app will use face grouping technologies to organize your photos and videos into groups.",None
18517,The grouping feature can detect faces in a photo or,None
18518,video and determine whether they are visually similar to faces in other photos and videos in your local photo collection.,None
18519,You can choose to associate a facial grouping with a contact from your People app.,None
18520,"

If you choose to share a photo or video using the Photos app, any embedded data (such as location, camera model, and date) will be accessible to the people and services you share the photo or video.",None
18521,"If enabled, facial groupings are only accessible to you, on that device, within the Photos app and the groups and grouping data are not embedded in any shared photos or videos.",None
18522,"You, and not Microsoft, are responsible for ensuring you have appropriate permissions from the people in your photos and videos to use facial grouping technology to group your photos and videos in your personal albums.",None
18523,"

Your groupings will be stored on your device for as long as you choose to keep the groupings or the photos or videos.",None
18524,"If the People setting is turned on, you will be prompted to allow the Photos app to continue to permit facial groupings after three years of non-interaction with the Photos app.",None
18525,"At any time, you can go to the Settings page in the Photos app to turn the People setting on or off.",None
18526,"This will remove facial grouping data from the Photos app, but will not remove your photos or videos.",None
18527,Learn more about the Photos app and facial grouping.,None
18528,"

People app.",None
18529,The People app lets you see and interact with all your contacts in one place.,None
18530,"When you add an account to the People app, your contacts from your account will be automatically added to the People app.",None
18531,"You can add other accounts to the People app, including your social networks (such as Facebook and Twitter) and email accounts.",None
18532,"When you add an account, we tell you what data the People app",None
18533,can import or sync with the particular service and let you choose what you want to add.,None
18534,"Other apps you install may also sync data to the People app, including providing additional details to existing contacts.",None
18535,"When you view a contact in the People app, information about your recent interactions with the contact (such as emails and calendar events, including from apps that the People app syncs data from) will be retrieved and displayed to you.",None
18536,You can remove an account from the People app at any time.,None
18537,"

Mail and Calendar app.",None
18538,"The Mail and Calendar app allows you to connect all your email, calendars, and files in one place, including those from third-party email and file storage providers.",None
18539,The app,None
18540,"provides location-based services, such as weather information in your calendar, but you can disable the app’s use of your location.",None
18541,"When you add an account to the Mail and Calendar app, your email, calendar items, files, contacts, and other settings from your account will automatically sync to your device and to Microsoft servers.",None
18542,"At any time, you can remove an account or make changes to the data that’s synced from your account.",None
18543,"To configure an account, you must provide the app with the account credentials (such as user name and password), which will be sent over the internet to the third-party provider’s server.",None
18544,The app will first attempt to use a secure (SSL) connection to configure your account,None
18545,but will send this information,None
18546,unencrypted if your email,None
18547,provider does not support SSL.,None
18548,"If you add an account provided by an organization (such as a company email address), the owner of the organizational domain can implement certain policies and controls (for example, multi-factor authentication or the ability to remotely wipe data from your device)",None
18549,that may affect your use of the app.,None
18550,"

Messaging app.",None
18551,"When you sign in with a Microsoft account on your device, you can choose to back up your information, which will sync your SMS and MMS messages and store them in your Microsoft account.",None
18552,This allows you to retrieve the messages if you lose or change phones.,None
18553,"After your initial device set-up, you can manage your messaging settings at any time.",None
18554,Turning off your SMS/MMS,None
18555,backup will not delete messages that have been previously backed up to your Microsoft account.,None
18556,"To delete such messages, you must first delete them from your device prior to turning off backup.",None
18557,"If you allow the Messaging app to use your location, you can attach a link to your current location to an outgoing message.",None
18558,Location information will be collected by Microsoft as described in the Windows Location services section of this privacy statement.,None
18559,"

Narrator.",None
18560,Narrator is a screen-reading app that helps you use Windows without a screen.,None
18561,Narrator offers intelligent image and page title description and web page summaries when you encounter undescribed images and ambiguous links.,None
18562,"

When you choose to get an image",None
18563,description by pressing,None
18564,"Narrator + Ctrl + D, the image will be sent to Microsoft to perform analysis of the image and generate a description.",None
18565,Images are used only to generate the description and are not stored by Microsoft.,None
18566,"

When you choose to get page title descriptions by pressing",None
18567,"Narrator + Ctrl + D, the URL of the site you are visiting will be sent to Microsoft to generate the page title description and to provide and improve Microsoft services, such as Bing services as described in the Bing section above.",None
18568,"

When you choose to get a list of popular links for a web page by pressing",None
18569,"Narrator + double press of S, the URL of the site you are visiting will be sent to Microsoft to generate the summary of popular links and to provide and improve Microsoft services, such as Bing.",None
18570,"

You can disable these features at any time by going to Settings > Ease of Access >",None
18571,"Narrator > Get image descriptions, page titles and popular links.",None
18572,"

You can also send feedback about Narrator to help Microsoft diagnose and resolve problems with Narrator and improve Microsoft products and services, such as Windows.",None
18573,"Verbal feedback can be submitted at any time in Narrator by using Narrator Key + Alt + F. When you use this command,",None
18574,"the Feedback Hub app will launch, giving you the opportunity to submit verbal feedback.",None
18575,"If you enable the setting “Help Make Narrator Better” in Settings > Ease of Access > Narrator and submit verbal feedback through Feedback Hub, recent device and usage data, including event trace log (ETL) data, will be submitted along with your verbal feedback to improve Microsoft products and services, such as Windows.",None
18576,"

Windows Media Player
Windows Media Player allows you to play CDs, DVDs, and other digital content (such as WMA and MP3 files), rip CDs, and manage your media library.",None
18577,"To enrich your experience when you play content in your library, Windows Media player displays related media information, such as album title, song titles, album art, artist, and composer.",None
18578,"To augment your media information, Windows Media player will send a request to Microsoft which contains standard computer information, an identifier for the media content, and the media information already contained in your Windows Media Player library (including information you may have edited or entered yourself) so that Microsoft can recognize the track and then return additional information that is available.",None
18579,"

Windows Media Player also allows you to play back content that is streamed to you over a network.",None
18580,"To provide this service, it is necessary for Windows Media Player to communicate with a streaming media server.",None
18581,These servers are typically operated by non-Microsoft content providers.,None
18582,"During playback of streaming media, Windows Media Player will send a log to the streaming media server or other web server(s) if the streaming media server requests it.",None
18583,"The log includes such details as: connection time, IP address, operating system version, Windows Media Player version, Player identification number (Player ID), date, and protocol.",None
18584,"To protect your privacy, Windows Media Player defaults to sending a Player ID that is different for each session.",None
18585,"

Windows Hello
Windows Hello provides instant access to your devices through biometric authentication.",None
18586,"If you turn it on, Windows Hello uses your face, fingerprint, or iris to identify you based on a set of unique points or features that are extracted from the image and stored on your device as a template—but it does not store the actual image of your face, fingerprint, or iris.",None
18587,Biometric verification data that's used when you sign in doesn't leave your device.,None
18588,You can delete your biometric verification data from within Settings.,None
18589,"

Windows Search
Windows Search lets you search your stuff and the web from one place.",None
18590,"If you choose to use Windows Search to search ""your stuff,"" it will provide results for items on your personal OneDrive, your OneDrive for Business if so enabled, other cloud storage providers to the extent supported by those third-party providers, and on your device.",None
18591,"If you choose to use Windows Search to search the web, or get search suggestions with Windows Search, your search results will be powered by Bing and we will use your search query as described in the Bing section of this privacy statement.",None
18592,Learn more about search in Windows 10,None
18593,"

Your Phone
The Your Phone app lets you link your",None
18594,"Android phone with your Windows device, enabling a variety of cross-device experiences.",None
18595,"You can use Your Phone to see recent photos from your Android phone on your Windows device; make and receive calls from your Android phone on your Windows device; view and send text messages from your Windows device; view, dismiss, or perform other actions to your Android phone notifications from your Windows device;",None
18596,and share your phone screen on your Windows device through Your Phone’s mirroring function.,None
18597,"

To use Your Phone, the Your Phone app must be installed on your Windows device and the Your Phone Companion app must be installed on your Android phone.",None
18598,"Upon launching the Your Phone app on your Windows device, you will be prompted to provide your mobile phone number.",None
18599,We use this mobile phone number solely to send you a link with information about downloading the Your Phone Companion app.,None
18600,"

To use Your Phone, you must log into your Microsoft account on the Your Phone app on your Windows device and on the Your Phone Companion app on your Android phone.",None
18601,Your Android phone must be connected to Wi-Fi and your Windows device must be connected to the internet and permit Your Phone to run in the background.,None
18602,"To use Your Phone’s mirroring function, your Android phone must also have Bluetooth enabled.",None
18603,"Your Phone also requires your Windows device to be set up with Windows Hello, as an additional security measure.",None
18604,"

As part of providing Your Phone’s features to you, Microsoft collects performance, usage, and device data that includes, for example, the hardware capabilities of your mobile phone and Windows device, the number and duration of your sessions on Your Phone, and the amount of time you spent during setup.",None
18605,"

You can unlink your",None
18606,Android phone from your Windows device at any time by logging in with your Microsoft account at accounts.microsoft.com/devices and updating the Settings on your,None
18607,Android phone.,None
18608,"For detailed information, see our support page.",None
18609,"

Text Messages.",None
18610,Your Phone allows you to view text messages delivered to your Android phone on your Windows device and send text messages from your Windows device.,None
18611,Only text messages received and sent within the last 30 days are visible on your Windows device.,None
18612,These text messages are temporarily stored on your Windows device.,None
18613,We never store your text messages on our servers or change or delete any text messages on your Android phone.,None
18614,You can see messages sent via SMS (Short Message Service) and MMS (Multimedia Messaging Service) but not messages,None
18615,sent via RCS (Rich Communication Services).,None
18616,"To provide this functionality, Your Phone accesses the content of your text messages and the contact information of the individuals or businesses from whom you are receiving or sending text messages.",None
18617,"

Calls.",None
18618,Your Phone allows you to make and receive calls from your Android phone on your Windows device.,None
18619,"Through Your Phone, you can also view your recent calls on your Windows device.",None
18620,"To activate this feature, you must enable certain permissions on both your Windows device and Android phone, such as call logs access and permission to make phone calls from your PC.",None
18621,These permissions can be revoked at any time under the Your Phone Settings page on your Windows device and your Android phone's settings.,None
18622,Only calls received and dialed within the last 30 days are visible under call logs on your Windows device.,None
18623,These call details are temporarily stored on your Windows device.,None
18624,We do not change or delete your call history on your Android phone.,None
18625,"

Photos.",None
18626,"Your Phone allows you to copy, share or edit photos from your Android phone on your Windows device.",None
18627,Only a limited number of your most recent photos from the Camera Roll and Screenshots folders on your Android phone will be visible on your Windows device at any given time.,None
18628,"These photos are temporarily stored on your Windows device and as you take more photos on your Android phone, we remove the temporary copies of the older photos from your Windows device.",None
18629,We never store your photos on our servers or change or delete any photos on your Android phone.,None
18630,"

Notifications.",None
18631,Your Phone allows you to view your Android phone’s notifications on your Windows device.,None
18632,"Through Your Phone, you can read and dismiss your Android phone’s notifications from your Windows device or perform other actions related to the notifications.",None
18633,"To activate this Your Phone feature, you must enable certain permissions, such as sync notifications, on both your Windows device and Android phone.",None
18634,These permissions can be revoked at any time under the Your Phone Settings page on your Windows device and your Android phone’s settings.,None
18635,"For detailed information, see our support page.",None
18636,"

Mirroring.",None
18637,Your Phone allows you to view your,None
18638,Android phone’s screen on your Windows device.,None
18639,Your,None
18640,Android,None
18641,phone screen will be visible on your Windows device as a pixel stream and any audio that you enable on your Android,None
18642,phone screen while it is linked to your Windows device through Your Phone will play through your Android phone.,None
18643,"

Text-to-voice.",None
18644,Your Phone features include accessibility functionality such as text-to-voice.,None
18645,"You can activate a text-to-voice feature, which allows you to hear the contents of a text message or notification as audio.",None
18646,"If you activate this feature, your text messages and notifications will be read out loud as they are received.",None
18647,"

Entertainment and related services
Entertainment and Related Services power rich experiences and enable you to access a variety of content, applications and games.",None
18648,"

Xbox
The Xbox network is the online gaming and entertainment service from Microsoft that consists of software and online experiences across different platforms.",None
18649,"This service lets you find and play games, view content, and connect with friends on Xbox and other gaming and social networks.",None
18650,"You can connect to the Xbox network using Xbox consoles, Windows 10 PCs, and mobile devices (Android and iPhone).",None
18651,"

When you sign up for an Xbox profile, we assign a gamertag (a public nickname) and a unique identifier.",None
18652,"When you sign in on Xbox devices, apps, and services, the data we collect about your use is stored using these unique identifier(s).",None
18653,"

Xbox consoles are devices you can use to find and play games, movies, music, and other digital entertainment.",None
18654,When you sign in to Xbox experiences—in apps or on a console—we also assign a unique device identifier.,None
18655,"When your Xbox console is connected to the internet, for instance, and you sign in to the console, we identify which console and which version of the console’s operating system you’re using.",None
18656,"

Xbox continues to provide new experiences in client apps that are connected to and backed by services such as the Xbox network and cloud gaming.",None
18657,"To ensure these connected experiences remain reliable, up to date, secure, and performing as expected, required service data may be collected whenever you use a connected experience.",None
18658,"

Data we collect about your use of Xbox services, games, apps, and consoles includes:

When you sign in and sign out of Xbox, the games you play and apps you use, your game progress, achievements, and play statistics, any purchases you make, and content you obtain.",None
18659,"
Performance data about Xbox consoles, Xbox Game Pass and other Xbox apps, the Xbox network, connected devices, and your network connection, including software or hardware errors.",None
18660,"
",None
18661,"Content you add, upload, or share through the Xbox network, including text, pictures, and video you capture in games and apps.",None
18662,"
Social activity, including chat data and interactions with other gamers, and connections you make (friends you add and people who follow you) on the Xbox network.",None
18663,"
",None
18664,"If you use an Xbox console or Xbox app on another device capable of accessing the Xbox network, and that device includes a storage device (hard drive or memory unit), usage data will be stored on the storage device and sent to Microsoft the next time you sign in to Xbox, even if you’ve been playing offline.",None
18665,"

Xbox console diagnostic data.",None
18666,Diagnostic data has two categories: required and optional.,None
18667,"If you use an Xbox console, the console will send required data to Microsoft.",None
18668,Optional data is additional data that you choose to share with Microsoft.,None
18669,"

Required.",None
18670,"The minimum data necessary to help keep Xbox safe, secure, up to date, and performing as expected.",None
18671,"
Optional.",None
18672,"Optional data includes additional details about your console, its settings, its health, its use, and enhanced error reporting to help us detect, diagnose, and fix problems.",None
18673,"
Learn more at Manage settings for optional data sharing.",None
18674,"

Game captures.",None
18675,Any player in a multiplayer game session can record video (game clips) and capture screenshots of their view of the game play.,None
18676,Other players’ game clips and screenshots can capture your in-game character and gamertag during that session.,None
18677,"If a player captures game clips and screenshots on a PC, the resulting game clips might also capture audio chat.",None
18678,"

Captioning.",None
18679,"During Xbox real-time (“party”) chat, players may activate a voice-to-text feature that lets them view that chat as text.",None
18680,"If a player activates this feature, all voice communication in the party is captioned for the player.",None
18681,"Microsoft uses the resulting text data to provide captioning of chat for players who need it,",None
18682,as well as the other purposes described in this statement.,None
18683,"

Data use.",None
18684,"Microsoft uses the data we collect from your use of Xbox consoles, Xbox apps, Xbox store and the Xbox network to provide you with those",None
18685,experiences—and make them safer and more fun over time.,None
18686,"Data we collect includes device information and game play statistics, such as the number of unique players and play time per game.",None
18687,"

Data we collect also enables us to provide you with personalized, curated experiences.",None
18688,"This includes connecting you to games, content, and services, as well as presenting you with offers, discounts, and recommendations.",None
18689,"

Xbox data viewable by others.",None
18690,Your,None
18691,"gamertag, game and play statistics, achievements, presence (whether you are currently signed in to Xbox), content you share, and other data about your activity on Xbox can be seen by:

Other players signed in to Xbox.",None
18692,"
Customers of third-party services you’ve linked your profile to, or
Other services associated with Xbox (including those of partner companies).",None
18693,"
For example, your gamertag and scores that show on game leaderboards are considered public and cannot be hidden.",None
18694,"For other data, you can adjust your privacy settings on consoles and at Xbox.com to limit or block what is shared with the public or with friends.",None
18695,"

Learn more at Use your safety settings.",None
18696,"

Xbox data shared with third parties including game and apps publishers.",None
18697,"When you use an Xbox online game or any network-connected app on your Xbox console, PC, or mobile device, the publisher of that game or",None
18698,"app has access to data about your usage to help the publisher deliver, support, and improve its product.",None
18699,"This data may include: your Xbox user identifier, gamertag, limited account info such as country and age range, data about your in-game communications, any Xbox enforcement activity, game-play sessions (for example, moves made in-game, types of vehicles used in-game), your presence on the Xbox network, the time you spend playing the game or app, rankings, statistics, gamer profiles, avatars, or gamerpics, friends lists, activity feeds for official clubs you belong to, official club memberships, and any content you create or submit in the game or app.",None
18700,"

Third-party publishers and developers of games and apps have their own distinct and independent relationship with users and their collection and usage of personal data is subject to their specific privacy policies.",None
18701,You should carefully review their policies to determine how they use the data.,None
18702,"For example, publishers may choose to disclose or display game data (such as on leaderboards) through their own services.",None
18703,You may find their policies linked from game or,None
18704,app detail pages in the Microsoft Store.,None
18705,"

Learn more at Data Sharing with Games and Apps.",None
18706,"

To stop sharing game or app data with a publisher, remove its games or app from all devices where you have installed them.",None
18707,Some publisher access to your data may be revoked at https://microsoft.com/consent.,None
18708,"

Children and family.",None
18709,"If you have kids who want to use the Xbox network, you can set up child and teen profiles for them once they have Microsoft accounts.",None
18710,Adult organizers in your Microsoft family group can change consent choices and online safety settings for child and teen profiles on Xbox.com.,None
18711,"

Learn more about Microsoft family groups at Simplify your family’s life.",None
18712,"

Learn more about managing Xbox profiles, at Xbox online safety and privacy settings.",None
18713,"

For more information about Microsoft’s collection of data from children, including Xbox, please see the Collection of data from children section of this privacy statement.",None
18714,"

Safety.",None
18715,"The Xbox network includes communications features such as text and voice, direct messaging, and real-time text and voice chat.",None
18716,"In order to help provide a safe gaming environment and enforce the Community Standards for Xbox, we collect and monitor text communications during hosted multiplayer game sessions, direct messages, and other features of the service, including activity feeds and clubs.",None
18717,"

Legacy.",None
18718,"

Xbox 360.",None
18719,This,None
18720,Xbox console collects limited required diagnostic data to ensure your console is functioning as expected while using a console connected to the Xbox network.,None
18721,"
Kinect.",None
18722,"The Kinect sensor is a combination of camera, microphone, and infrared sensor that can enable motions and voice to be used to control gameplay.",None
18723,For example:,None
18724,"
If you choose, the camera can be used to sign you in to the Xbox network automatically using facial recognition.",None
18725,"This data stays on the console and is not shared with anyone, and you can choose to delete this data from your console at any time.",None
18726,"
For game play, Kinect will map distances between your body's joints to create a stick figure representation of you that helps Kinect enable play.",None
18727,"
The Kinect microphone can enable voice chat between players during play.",None
18728,"The microphone also enables voice commands for control of the console, game, or app, or to enter search terms.",None
18729,"
The Kinect sensor can also be used for audio and video communications through services such",None
18730,as Skype.,None
18731,"
Learn more about Kinect at Xbox Kinect and Privacy.",None
18732,"

Microsoft Store
",None
18733,"Microsoft Store is an online service, accessible via PC, the Xbox Console and the Xbox App, that allows you to browse, download, purchase, rate, and review applications and other digital content.",None
18734,"It includes:

Apps and content for Windows devices such as phones, PCs, and tablets.",None
18735,"
Games, subscriptions and other apps for Xbox consoles and other devices.",None
18736,"
Products and apps for Microsoft 365, SharePoint, Exchange, Access, and Project (2013 versions or later).",None
18737,"
",None
18738,We collect data about how you access and use Microsoft Store;,None
18739,"the products you've viewed, purchased, or installed;",None
18740,the preferences you set for viewing apps in Microsoft Store;,None
18741,"and any ratings, reviews, or problem reports you submit.",None
18742,"Your Microsoft account is associated with your ratings and reviews; and if you write a review, the name and picture from your Microsoft account will be published with your review.",None
18743,"

Permission for Microsoft Store apps.",None
18744,Many apps you install from the Microsoft Store are designed to take advantage of specific hardware and software features of your device.,None
18745,An app's use of certain hardware and software features may give the app or its related service access to your data.,None
18746,"For example, a photo editing app might access your device's camera to let you take a new photo or access photos or videos stored on your device for editing, and a restaurant guide might use your location to provide nearby recommendations.",None
18747,Information about the features that an app uses is provided on the,None
18748,app's product description page in Microsoft Store.,None
18749,Many of the features that Microsoft Store apps use can be turned on or off through your device’s privacy settings.,None
18750,"In Windows, in many cases, you can choose which apps can use a particular feature. Go to Start > Settings > Privacy, select the feature (for example, Calendar), and then select which app permissions are on or off.",None
18751,"The lists of apps in Windows privacy settings that can use hardware and software features will not include ""Classic Windows"" applications, and these applications are not affected by these settings.",None
18752,"

App updates.",None
18753,"Unless you have turned off automatic app updates in the relevant Microsoft Store settings, Microsoft Store will automatically check for, download, and install app updates to ensure that you have the latest versions.",None
18754,Updated,None
18755,"apps might use different Windows hardware and software features from the previous versions, which could give them access to different data on your device.",None
18756,"You will be prompted for consent if an updated app accesses certain features, such as location.",None
18757,You can also review the hardware and software features an app uses by viewing its product description page in Microsoft Store.,None
18758,"

Each app's use of your data collected through any of these features is subject to the app developer's privacy policies.",None
18759,"If an app available through Microsoft Store collects and uses any of your personal data, the app developer is required to provide a privacy policy, and a link to the privacy policy is available on the app's product description page in Microsoft Store.",None
18760,"

Sideloaded apps and developer mode.",None
18761,"Developer features such as the ""developer mode"" setting are intended for development use only.",None
18762,"If you enable developer features, your device may become unreliable or unusable, and expose you to security risks.",None
18763,"Downloading or otherwise acquiring apps from sources other than Microsoft Store, also known as ""sideloading"" apps, may make your device and personal data more vulnerable to attack or unexpected use by apps.",None
18764,"Windows policies, notifications, permissions, and other features intended to help protect your privacy when apps access your data may not function as described in",None
18765,this,None
18766,statement for sideloaded apps or when developer features are enabled.,None
18767,"

MSN
MSN services include websites and a suite of apps, including MSN News, Weather, Sports, and Money, and previous versions of the apps branded as Bing (together, ""MSN Apps"").",None
18768,"The MSN Apps are available on various platforms, including Windows, iOS, and Android.",None
18769,"MSN services are also included within other Microsoft services, including the Microsoft Edge browser.",None
18770,"

When you install MSN Apps, we collect data that tells us if the app",None
18771,"was installed properly, the installation date, the app version, and other data about your device such as the operating system and browser.",None
18772,"This data is collected on a regular basis to help us determine the number of MSN App users and identify performance issues associated with different app versions, operating systems, and browsers.",None
18773,"

We also collect data about how you interact with MSN services, such as usage frequency and articles viewed, to provide you with relevant content.",None
18774,"Some MSN services provide an enhanced experience when you sign in with your Microsoft account, including allowing you to customize your interests and favorites.",None
18775,"You can manage personalization through MSN and Bing settings, as well as through settings in other Microsoft services that include MSN services.",None
18776,We also use the data we collect to provide you with advertisements that may be of interest to you.,None
18777,"You can opt out of interest-based advertising through the advertising links within MSN services, or by visiting the Microsoft opt-out page.",None
18778,"

Previous versions of MSN Money allow you to access personal finance information from third-party financial institutions.",None
18779,MSN Money only displays this information and does not store it on our servers.,None
18780,Your,None
18781,sign-in credentials used to access your financial information from third parties are encrypted on your device and are not sent to Microsoft.,None
18782,"These financial institutions, as well as any other third-party services you access through MSN services, are subject to their own terms and privacy policies.",None
18783,"

Groove Music and Movies & TV
Groove Music lets you easily play your music collection and make playlists.",None
18784,Microsoft Movies & TV allows you to play your video collection and rent or buy movies and TV episodes.,None
18785,These services were formerly offered as Xbox Music and Video.,None
18786,"

To help you discover content that may interest you, Microsoft will collect data about what content you play, the length of play, and the rating you give it.",None
18787,"

To enrich your experience when playing content, Groove Music and Movies & TV will display related information about the content you play and the content in your music and video libraries, such as the album title, cover art, song or video title, and other information, where available.",None
18788,"To provide this information, Groove Music and Movies & TV send an information request to Microsoft containing standard device data, such as your device IP address, device software version, your regional and language settings, and an identifier for the content.",None
18789,"

If you use Movies & TV to access content that has been protected with Microsoft Digital Rights Management (DRM), it may automatically request media usage rights from an online rights server and download and install DRM updates in order to let you play the content.",None
18790,See the DRM information in the Silverlight section of this privacy statement for more information.,None
18791,"

Silverlight
Microsoft Silverlight helps you to access and enjoy rich content on the Web.",None
18792,Silverlight enables websites and services to store data on your device.,None
18793,"Other Silverlight features involve connecting to Microsoft to obtain updates, or to Microsoft or third-party servers to play protected digital content.",None
18794,"

Silverlight Configuration tool.",None
18795,You can make choices about these features in the Silverlight Configuration tool.,None
18796,"To access the Silverlight Configuration tool, right click on content that is currently being displayed by Silverlight and select Silverlight.",None
18797,You can also run the Silverlight Configuration tool directly.,None
18798,"In Windows, for example, you can access the tool by searching for ""Microsoft Silverlight.",None
18799,"""

Silverlight application storage.",None
18800,"Silverlight-based applications can store data files locally on your computer for a variety of purposes, including saving your custom settings, storing large files for graphically intensive features (such as games, maps, and images), and storing content that you create within certain applications.",None
18801,You can turn off or configure application storage in the Silverlight Configuration tool.,None
18802,"

Silverlight updates.",None
18803,Silverlight will periodically check a Microsoft server for updates to provide you with the latest features and improvements.,None
18804,A small file containing information about the latest Silverlight version will be downloaded to your computer and compared to your currently installed version.,None
18805,"If a newer version is available, it will be downloaded and installed on your computer.",None
18806,You can turn off or configure updates in the Silverlight Configuration tool.,None
18807,"

Digital Rights Management.",None
18808,Silverlight uses Microsoft Digital Rights Management (DRM) technology to help protect the rights of content owners.,None
18809,"If you access DRM-protected content (such as music or video) with Silverlight, it will request media usage rights from a rights server on the Internet.",None
18810,"In order to provide a seamless playback experience, you will not be prompted before Silverlight sends the request to the rights server.",None
18811,"When requesting media usage rights, Silverlight will provide the rights server with an ID for the DRM-protected content file and basic data about your device, including data about the DRM components on your device such as their revision and security levels, and a unique identifier for your device.",None
18812,"

DRM updates.",None
18813,"In some cases, accessing DRM-protected content will require an update to Silverlight or to the DRM components on your device.",None
18814,"When you attempt to play content that requires a DRM update, Silverlight will send a request to a Microsoft server containing basic data about your device, including information about the DRM components on your computer such as their revision and security levels, troubleshooting data, and a unique identifier for your device.",None
18815,"The Microsoft server uses this identifier to return a unique DRM update for your device, which will then be installed by Silverlight.",None
18816,You can turn off or configure DRM component updates on the Playback tab in the Silverlight Configuration tool.,None
18817,"

Windows Mixed Reality
Windows Mixed Reality allows you to enable a virtual reality experience that immerses you in apps and games.",None
18818,"Mixed Reality uses a compatible headset’s camera, microphone, and infrared sensors to enable motions and voice to be used to control gameplay and to navigate apps and games.",None
18819,"

Microsoft collects diagnostic data to solve problems and to keep Mixed Reality running on Windows up to date, secure, and operating properly.",None
18820,Diagnostic data also helps us improve Mixed Reality and related Microsoft products and services depending on the diagnostic data settings you’ve chosen for your device.,None
18821,Learn more about Windows diagnostic data.,None
18822,"

Mixed Reality also processes and",None
18823,"collects data specifically related to the Mixed Reality experiences, such as:",None
18824,"

Mixed Reality maps distances between your body's joints to create a stick figure representation of you.",None
18825,"If you are connected to the Internet, we collect those numeric values to enable and improve your experience.",None
18826,"
Mixed Reality detects specific hand gestures intended to",None
18827,"perform simple system interactions (such as menu navigation, pan/zoom, and scroll).",None
18828,This data is processed on your PC and is not stored.,None
18829,"
The headset's microphones enable voice commands to control games, apps, or to enter search terms.",None
18830,Learn more about voice data collection.,None
18831,"
Windows Mixed Reality can also be used for audio and video communications through services such as Skype.",None
18832,"
",None
18833,"GitHub Privacy Statement
What information GitHub collects
""User Personal",None
18834,"Information"" is any information about one of our Users which could, alone or together with other information, personally identify them or otherwise be reasonably linked or connected with them.",None
18835,"Information such as a username and password, an email address, a real name, an Internet protocol (IP) address, and a photograph are examples of “User",None
18836,Personal Information.,None
18837,”,None
18838,"

User",None
18839,Personal,None
18840,"Information does not include aggregated, non-personally identifying information that does not identify a User or cannot otherwise be reasonably linked or connected with them.",None
18841,"We may use such aggregated, non-personally identifying information for research purposes and to operate, analyze, improve, and optimize our Website and Service.",None
18842,"

Information users provide directly to GitHub",None
18843,"
",None
18844,"Registration information
",None
18845,We require some basic information at the time of account creation.,None
18846,"When you create your own username and password, we ask you for a valid email address.",None
18847,"

Payment information
",None
18848,"If you sign on to a paid Account with us, send funds through the GitHub Sponsors Program, or buy an application on GitHub Marketplace, we collect your full name, address, and credit card information or PayPal information.",None
18849,"Please note, GitHub does not process or store your credit card information or PayPal information, but our third-party payment processor does.",None
18850,"

If you list and sell an application on GitHub Marketplace, we require your banking information.",None
18851,"If you raise funds through the GitHub Sponsors Program, we require some additional information through the registration process for you to participate in and receive funds through those services and for compliance purposes.",None
18852,"

Profile information",None
18853,"
",None
18854,"You may choose to give us more information for your Account profile, such as your full name, an avatar which may include a photograph, your biography, your location, your company, and a URL to a third-party website.",None
18855,This information may include User,None
18856,Personal Information.,None
18857,Please note that your profile information may be visible to other Users of our Service.,None
18858,"

Information GitHub automatically collects from your use of the Service
",None
18859,Transactional,None
18860,"information
",None
18861,"If you have a paid Account with us, sell an application listed on GitHub Marketplace, or raise funds through the GitHub Sponsors Program, we automatically collect certain information about your transactions on the Service, such as the date, time, and amount charged.",None
18862,"

Usage information
",None
18863,"If you're accessing our Service or Website, we automatically collect the same basic information that most services collect, subject, where necessary, to your consent.",None
18864,"This includes information about how you use the Service, such as the pages you view, the referring site, your IP address and session information, and the date and time of each request.",None
18865,"This is information we collect from every visitor to the Website, whether they have an Account or not.",None
18866,This information may include User Personal information.,None
18867,"

Cookies
As further described below, we automatically collect information from cookies (such as cookie ID and settings) to keep you logged in, to remember your preferences, to identify you and your device and to analyze your use of our service.",None
