,sentence,label
8329,"Wenn wir Sie benachrichtigen und Sie der Weitergabe zustimmen
",None
8330,"Sicherheit Ihrer personenbezogenen Daten
Wir sind bestrebt, die uns von Ihnen anvertrauten personenbezogenen Daten zu schützen und sie in Übereinstimmung mit dieser Datenschutzrichtlinie sicher zu handhaben.",None
8331,"Cisco implementiert physische, administrative und technische Sicherheitsvorkehrungen zum Schutz Ihrer personenbezogenen Daten vor unbeabsichtigter oder rechtswidriger Vernichtung, Verlust, Änderung, unbefugter Offenlegung oder Zugriff.",None
8332,"Wir lassen uns auch von unseren Lieferanten vertraglich zusichern, dass diese Daten vor unbeabsichtigter oder rechtswidriger Vernichtung, Verlust, Änderung, unbefugter Offenlegung oder Zugriff geschützt werden.",None
8333,Im Internet kann eine 100%ige Sicherheit jedoch nicht garantiert werden und wir können die Sicherheit der uns bereitgestellten personenbezogenen Daten weder sicherstellen noch garantieren.,None
8334,"

Aufbewahrung von personenbezogenen Daten
",None
8335,"Wir bewahren Ihre personenbezogenen Daten so lange auf, wie dies für die Erfüllung der Zwecke, für die sie erfasst wurden, erforderlich ist.",None
8336,"Wir bewahren Ihre personenbezogenen Daten auf und nutzen sie so, wie dies zur Erfüllung unserer geschäftlichen Anforderungen und gesetzlichen Pflichten, zur Beilegung von Streitigkeiten, zum Schutz unserer Ressourcen und zur Durchsetzung unserer Rechte und Verträge erforderlich ist.",None
8337,"

Verwendung von Cookies und anderen Web-Technologien
",None
8338,"Wie viele Websites und webbasierte Lösungen verwendet Cisco automatische Datenerfassungs-Tools, wie Cookies, eingebettete Web-Links und Web-Beacons.",None
8339,"Diese Tools erfassen bestimmte Standardinformationen, die Ihr Browser an uns sendet (z. B. Internetprotokoll (IP)-Adresse, MAC-Adresse, Clickstream-Verhalten und Telemetrie).",None
8340,"

Diese Tools machen Ihren Besuch unserer Website und unserer Lösungen einfacher, effizienter und personalisierter.",None
8341,Darüber hinaus verwenden wir die Informationen zur Verbesserung unserer Website und unserer Lösungen und zur Bereitstellung eines besseren Service und von größerem Nutzen.,None
8342,"

Wir kooperieren mit Dritten, um Werbung auf unserer Website anzuzeigen und unsere Werbung auf anderen Websites zu verwalten.",None
8343,"Unsere Partner verwenden möglicherweise Cookies oder ähnliche Technologien, um Ihnen Werbung auf Basis Ihrer Surfgewohnheiten und Interessen anzuzeigen.",None
8344,"Sie können sich von dieser Werbung abmelden, es werden jedoch weiterhin generische, nicht personalisierte Werbeanzeigen angezeigt.",None
8345,Weitere Informationen finden Sie unter So verwendet Cisco automatisierte Datenerfassungs-Tools.,None
8346,"Um Ihre Cookie-Einstellungen zu aktualisieren, besuchen Sie den Cisco Cookie Consent Manager.",None
8347,"

Verlinkte Websites
",None
8348,"Wir können Links zu anderen Websites von Drittanbietern und Services bereitstellen, die sich außerhalb unserer Kontrolle befinden, und die nicht durch diese Datenschutzrichtlinie abgedeckt sind.",None
8349,"Wir empfehlen Ihnen, sich die auf den Websites, die Sie besuchen, veröffentlichten Datenschutzrichtlinien anzusehen.",None
8350,"Wenn Sie sich in Diskussionsforen, lokalen Communitys oder Chatrooms auf einer Cisco Website beteiligen, müssen Sie sich bewusst sein, dass die dort von Ihnen bereitgestellten Informationen (d. h. Ihr öffentliches Profil) für andere weithin verfügbar gemacht werden und dazu genutzt werden können, Sie zu kontaktieren oder Ihnen unaufgefordert Nachrichten zukommen zu lassen.",None
8351,"Sie können zudem auch zu Zwecken verwendet werden, auf die weder Cisco noch Sie selbst Einfluss haben.",None
8352,"Beachten Sie zudem, dass einzelne Foren und Chatrooms zusätzlichen Regeln und Bedingungen unterliegen können.",None
8353,"Cisco übernimmt keine Verantwortung für personenbezogene Daten oder andere Informationen, die Sie in diesen Foren bereitstellen.",None
8354,"Um die Entfernung Ihrer personenbezogenen Daten aus unserem Blog oder dem Community-Forum anzufordern, klicken Sie hier.",None
8355,"Es kann vorkommen, dass wir personenbezogene Daten nicht entfernen können.",None
8356,"Ist das der Fall, informieren wir Sie entsprechend und legen unsere Gründe dar.",None
8357,"

Datenschutz für Kinder",None
8358,"
Cisco empfiehlt Eltern und Erziehungsberechtigten, eine aktive Rolle bei den Online-Aktivitäten ihrer Kinder einzunehmen.",None
8359,Cisco erfasst nicht bewusst personenbezogene Daten von Kindern ohne die Einverständniserklärung der Eltern oder Erziehungsberechtigten.,None
8360,"Falls Sie der Meinung sind, dass wir ohne angemessene Einwilligung personenbezogene Daten von einer Person erfasst haben, die gemäß den Gesetzen Ihres Landes noch nicht geschäftsfähig ist, informieren Sie uns bitte unter Verwendung der im Abschnitt Kontakt beschriebenen Methoden.",None
8361,Wir werden dann unverzüglich geeignete Maßnahmen zur Untersuchung und Behebung des Problems ergreifen.,None
8362,"

Internationale Übertragung, Verarbeitung und Speicherung von personenbezogenen Daten
",None
8363,"Da Cisco ein weltweit tätiges Unternehmen ist, übertragen wir Ihre personenbezogenen Daten möglicherweise an Cisco in den USA, an eine der weltweit verteilten Cisco Tochtergesellschaften oder an vorstehend beschriebene Dritte und Geschäftspartner, die sich in verschiedenen Ländern weltweit befinden.",None
8364,"Durch die Nutzung unserer Websites und Lösungen oder die Bereitstellung personenbezogener Daten stimmen Sie im Umfang der geltenden Gesetze zu und akzeptieren, dass diese Daten an ein Ziel außerhalb Ihres Aufenthaltslands übertragen und dort verarbeitet oder gespeichert werden, wo unter Umständen andere Datenschutzstandards gelten.",None
8365,"

Cisco schützt und ermöglicht die globale Übertragung von personenbezogenen Daten auf mehrere Arten:",None
8366,"

APEC-Datenschutzzertifizierung
",None
8367,Das in dieser Datenschutzrichtlinie beschriebene globale Datenschutzprogramm von Cisco entspricht dem Cross-Border Privacy Rules System (CBPRs) und der Privacy Recognition for Processors (PRP) der Asiatisch-Pazifischen Wirtschaftsgemeinschaft (APEC).,None
8368,"Das CBPR-System und die PRP der APEC bieten einen Rahmen, mit dem Organisationen den Schutz personenbezogener Daten sicherstellen können, die zwischen den teilnehmenden APEC-Wirtschaftssystemen übertragen werden.",None
8369,"Weitere Informationen über den APEC-Datenschutzrahmen, CBPRs und PRP finden Sie hier.",None
8370,"Unsere Zertifizierung gilt für unsere Geschäftsprozesse an allen Standorten weltweit, die personenbezogene Daten verarbeiten und diese an unsere Partnerunternehmen auf der ganzen Welt übertragen bzw. von diesen beziehen.",None
8371,Einsehen können Sie unsere Zertifizierungen auf der jeweiligen Validierungsseite.,None
8372,Klicken Sie dazu auf die TRUSTe-Siegel.,None
8373,"


EU-, UK- und Swiss-US Privacy Shields
Cisco Systems, Inc., und seine Tochtergesellschaften in den USA: Acano LLC, Broadsoft, Inc., Cisco OpenDNS LLC, Cisco Systems Capital Corporation, Cisco WebEx LLC, CliQr Technologies LLC, CloudLock LLC, Duo Security, Inc., Jasper International Services LLC, Jasper Technologies LLC, Meraki LLC, Rizio, Inc. (dba Voicea) und Scientific-Atlanta LLC (gemeinsam „Cisco-US“) beteiligen sich an der Einhaltung der vom EU-US- und Swiss-US Privacy Shield festgelegten Richtlinien und Prinzipien, wie sie vom US-Handelsministerium in Bezug auf die Erfassung, Nutzung und Speicherung personenbezogener Daten, die von der Europäischen Union (EU), dem Vereinigten Königreich (UK) und der Schweiz übermittelt werden.",None
8374,"Cisco-US verpflichtet sich, beim Umgang mit sämtlichen aus den EU-Mitgliedsstaaten, Großbritannien und der Schweiz erhaltenen personenbezogenen Daten die jeweils geltenden Prinzipien der Frameworks des EU-US-Datenschutzschilds und des Swiss-US Privacy Shield einzuhalten.",None
8375,"Sollten Bedingungen aus dieser Datenschutzrichtlinie in Konflikt mit den Prinzipien des EU-US-Datenschutzschilds oder des Swiss-US Privacy Shield stehen, so gelten die Prinzipien des EU-US-Datenschutzschilds bzw. des Swiss-US Privacy Shield.",None
8376,Weitere Informationen zu diesen Privacy Shield-Frameworks finden Sie auf der Website zum Thema Privacy Shield des US-amerikanischen Wirtschaftsministeriums.,None
8377,"

Cisco-US ist laut dieser Privacy Shield-Frameworks für die Verarbeitung der erhaltenen personenbezogenen Daten verantwortlich und agiert folglich bei deren Übertragung an Dritte als dessen Vertreter.",None
8378,"Cisco-US hält die Privacy Shield-Prinzipien für alle Weiterleitungen von personenbezogenen Daten aus der EU, Großbritannien und der Schweiz ein, einschließlich der Haftungsvorschriften für Weiterleitungen.",None
8379,In bestimmten Situationen muss Cisco-US auf Aufforderung einer Behörde möglicherweise personenbezogene Daten aus Gründen der nationalen Sicherheit herausgeben oder um Anforderungen bei der Strafverfolgung nachzukommen.,None
8380,Im Hinblick auf unter diese Privacy Shield-Frameworks fallende empfangene und übertragene personenbezogene Daten unterliegt Cisco-US den Durchsetzungsbefugnissen der US-amerikanischen Federal Trade Commission.,None
8381,"

Verbindliche unternehmensinterne Vorschriften der EU – Controller
",None
8382,"Das globale Datenschutzprogramm sowie die globalen Richtlinien von Cisco wurden von den niederländischen, polnischen, spanischen und anderen relevanten europäischen Datenschutzregulierungsbehörden als angemessener Schutz der Privatsphäre, der Grundrechte und der Grundfreiheiten von natürlichen Personen bei der Übertragung von personenbezogenen Informationen, die nach europäischem Recht geschützt sind, genehmigt.",None
8383,"Die verbindlichen unternehmensinternen Vorschriften von Cisco – Controller (BCR-C) – ermöglichen, dass weltweite Übertragungen von europäischen personenbezogenen Daten von Cisco von einem angemessenen Schutz profitieren.",None
8384,Ein Exemplar unseres BCR-C erhalten Sie hier.,None
8385,Weitere Informationen zu BCRs finden Sie hier.,None
8386,"

Streitbeilegung
",None
8387,"Wenn Sie ein ungelöstes Datenschutzanliegen hinsichtlich personenbezogener Daten haben, die von Cisco gemäß CBPRs, PRO und/oder Privacy Shield oder dieser Erklärung verarbeitet oder übertragen werden, das von Cisco noch nicht hinreichend bearbeitet wurde, wenden Sie sich (kostenfrei) an unseren US-amerikanischen Partner für Streitbeilegung.",None
8388,Klicken Sie hierzu hier.,None
8389,Alternativ können Sie sich zur Unterstützung an die Datenschutzaufsichtsbehörde in Ihrem Zuständigkeitsbereich wenden (Hinweis: Die primäre Einrichtung von Cisco in der EU befindet sich in den Niederlanden.,None
8390,Somit ist unsere maßgebliche Behörde in der EU die niederländische Autoriteit Persoonsgegevens).,None
8391,"Unter bestimmten Umständen, die auf der Privacy Shield-Website vollumfänglich beschrieben sind, können Sie sich auf eine bindende Schlichtung berufen, wenn andere Verfahren ausgeschöpft wurden.",None
8392,"Unter bestimmten Umständen, die auf der Privacy Shield-Website vollumfänglich beschrieben sind, können Sie sich auf eine bindende Schlichtung berufen, wenn andere Verfahren ausgeschöpft wurden.",None
8393,"

So erreichen Sie uns:
Ihre Meinung ist uns wichtig.",None
8394,"Wenn Sie Fragen oder Anregungen in Bezug auf diese Datenschutzrichtlinie haben, klicken Sie hier.",None
8395,"

Aktualisierungen dieser Datenschutzrichtlinie von Cisco
",None
8396,Wir können diese Datenschutzrichtlinie gelegentlich aktualisieren.,None
8397,"Wenn wir unsere Datenschutzrichtlinie ändern, wird die überarbeitete Version mit einem aktualisierten Revisionsdatum hier veröffentlicht.",None
8398,"Sie erklären sich damit einverstanden, diese Seiten regelmäßig zu besuchen, damit Sie die entsprechenden Überarbeitungen feststellen und lesen können.",None
8399,"Wenn wir umfangreiche Änderungen an unserer Datenschutzrichtlinie vornehmen, können wir Sie auch auf andere Weise benachrichtigen, bevor die Änderungen in Kraft treten, beispielsweise durch Veröffentlichen eines Hinweises auf unserer Website oder durch Senden einer Benachrichtigung an Sie.",None
8400,"Indem Sie unsere Website nach dem Inkrafttreten dieser Änderungen weiterhin nutzen, akzeptieren Sie diese Änderungen, stimmen ihnen zu und halten sich an diese.",None
8401,Die Cisco Datenschutzrichtlinie wurde überarbeitet;,None
8402,die überarbeitete Version wurde am 1. Mai 2020 überarbeitet worden und in Kraft getreten.,None
8403,"
Klicken Sie hier, um die vorherige Version der Datenschutzrichtlinie zu lesen.",None
8404,So erreichen Sie uns:,None
8405,"

Wenn Sie Fragen oder Anregungen in Bezug auf diese Datenschutzrichtlinie haben, wenden Sie sich an uns.",None
8406,Klicken Sie dazu hier oder schreiben Sie uns auf dem Postweg an:,None
8407,"Datenschutzhinweise (bahn.de/bahn.com)
",None
8408,Eine Nutzung unserer Website ist grundsätzlich ohne Angabe personenbezogener Daten möglich.,None
8409,"Sofern Sie besondere Services unseres Unternehmens über unsere Website in Anspruch nehmen möchten oder Sie über unsere Website eine Reise buchen, kann jedoch eine Verarbeitung personenbezogener Daten erforderlich werden.",None
8410,"Ist die Verarbeitung personenbezogener Daten erforderlich und besteht für eine solche Verarbeitung keine gesetzliche Grundlage (z.B. die Durchführung einer vertraglichen Vereinbarung), bitten wir Sie um Ihre Einwilligung.",None
8411,"Mit diesem Hinweis informieren wir Sie darüber, welche Daten wir von Ihnen erheben, wie wir sie nutzen und wie Sie der Datennutzung widersprechen können.",None
8412,Wer ist verantwortlich für die Datenerhebung und -verarbeitung?,None
8413,"Die DB Vertrieb GmbH, Europa-Allee 78 – 84, 60486 Frankfurt am Main, erhebt und verarbeitet Ihre Daten als Verantwortlicher.",None
8414,Die bestellte Datenschutzbeauftragte ist Frau Chris Newiger.,None
8415,"Sollten Sie Fragen oder Anregungen zum Datenschutz auf bahn.de haben, so kontaktieren Sie bitte:",None
8416,"

DB Vertrieb GmbH
Europa-Allee 78 – 84
60486 Frankfurt am Main

E-Mail: ecommerce-datenschutz@bahn.de",None
8417,Welche Daten erheben wir und wie und warum verarbeiten wir Ihre Daten?,None
8418,Wir erheben und verarbeiten Ihre Daten ausschließlich zu bestimmten Zwecken.,None
8419,"Diese können sich aus technischen Notwendigkeiten, vertraglichen Erfordernissen oder ausdrücklichen Nutzerwünschen ergeben.",None
8420,"Aus technischen Gründen müssen beim Besuch von bahn.de/bahn.com bestimmte Daten erhoben und gespeichert werden wie z.B. das Datum und die Dauer des Besuchs, die genutzten Webseiten, die Erkennungsdaten des verwendeten Browser- und Betriebssystemtyps sowie die Webseite, von der aus Sie uns besuchen.",None
8421,Zur Erfüllung eines Vertrages benötigen wir von Ihnen bestimmte personenbezogene Daten.,None
8422,"Diese Daten werden dazu benötigt, Ticketbuchungen, Zahlungsabwicklungen, Bonitätsprüfungen, im Falle von Postversand die Zustellung an die genannte Adresse und um ggf. die Abwicklung von Stornierungen und Erstattungen durchzuführen.",None
8423,In diesem Fall ist der Vertrag nach Artikel 6 Absatz 1 lit.,None
8424,DSGVO die Rechtsgrundlage für die Verarbeitung Ihrer personenbezogenen Daten.,None
8425,Artikel 6 Absatz 1 lit.,None
8426,"DSGVO gilt auch für Verarbeitungsvorgänge, die zur Durchführung vorvertraglicher Maßnahmen erforderlich sind, etwa in Fällen von Anfragen zu unseren Produkten oder Leistungen.",None
8427,"Soweit wir für Verarbeitungsvorgänge personenbezogener Daten eine Einwilligung von Ihnen einholen (z.B. wenn Sie den Newsletter bestellen oder die Angemeldet-bleiben-Option nutzen), dient diese nach Artikel 6 Absatz 1 lit.",None
8428,DSGVO als Rechtsgrundlage.,None
8429,"

Unterliegt unser Unternehmen einer rechtlichen Verpflichtung, durch welche eine Verarbeitung von personenbezogenen Daten erforderlich wird, wie beispielsweise zur Erfüllung steuerlicher Pflichten, so basiert die Verarbeitung auf Art. 6 Abs. 1 lit.",None
8430,"

Wir möchten Ihnen auf Basis vorheriger und aktueller Nutzung von bahn.de/bahn.com personalisierte Inhalte zeigen, um unser Angebot für Sie als Nutzer interessanter auszugestalten.",None
8431,Hierzu speichern und analysieren wir Nutzungsdaten aus dem Online-Bereich auf pseudonymer Basis.,None
8432,Bei einer weiteren Ticketbuchung können wir Ihnen dann besondere Vorteile wie Fahrvergünstigungen und kostenlose Sitzplatzreservierungen anbieten.,None
8433,Rechtsgrundlage hierfür ist Art. 6 Abs. 1 lit.,None
8434,"

Wir sind zudem daran interessiert, die Kundenbeziehung mit Ihnen zu pflegen und Ihnen Informationen und Angebote zukommen zu lassen, von denen wir glauben, dass sie zu Ihren Reisewünschen und Interessen passen.",None
8435,Deshalb verarbeiten wir auf Grundlage von Artikel 6 Abs. 1 lit.,None
8436,"DSGVO (auch mit Hilfe von Dienstleistern) Ihre Daten, um Ihnen Informationen und Angebote zuzusenden.",None
8437,"Wir verwenden Ihre Kontaktdaten (Name, Anschrift und E-Mail-Adresse, die wir aus unserer Geschäftsbeziehung mit Ihnen erhalten haben) für Werbung per Post und für ähnliche Waren oder Dienstleistungen per E-Mail, insbesondere Marktforschung, sofern Sie einer solchen Verwendung nicht widersprechen.",None
8438,"

Dieser werblichen Verwendung Ihrer Daten können Sie jederzeit mit Wirkung für die Zukunft widersprechen.",None
8439,Ihren Widerspruch können Sie per E-Mail an ecommerce-datenschutz@bahn.de richten (Werbewiderspruch).,None
8440,"Im Folgenden finden Sie diejenigen Datenverarbeitungen näher beschrieben, die bei der Buchung einer Fahrkarte über bahn.de/bahn.com stattfinden können.",None
8441,"Weitere Informationen beispielsweise zur Datenverarbeitung am Ticket-Automaten oder wenn Sie unsere Seiten in sozialen Netzwerken besuchen, finden Sie unter: www.db-vertrieb.com/datenschutz",None
8442,"

Dies betrifft im Einzelnen:",None
8443,"

Anlegen eines Kundenkontos
",None
8444,Für das Anlegen eines Kundenkontos auf bahn.de/bahn.com ist eine Registrierung erforderlich.,None
8445,"Buchung eines Digitalen Tickets
",None
8446,Bei der Buchung von Digitalen Tickets werden Adressdaten sowie Name und Vorname und E-Mail-Adresse erfasst.,None
8447,Bei Buchung von internationalen Fahrkarten über international-bahn.de und einigen regionalen Angeboten wird zusätzlich das Geburtsdatum erfasst.,None
8448,"Im Zug werden bei der Kontrolle diejenigen Informationen im Kontrollgerät (mobilen Terminal) angezeigt, die sich auf dem Ticket befinden (Vorname und Name).",None
8449,"
Zahlungsdaten auf bahn.de/bahn.com",None
8450,"Für die sichere Abwicklung der von Ihnen veranlassten Zahlungen werden die erforderlichen Zahlungsdaten (Betrag, Buchungsreferenz, Buchungsbeschreibung, Zahlungspflichtiger) an Zahlungsdienstleistern übermittelt.",None
8451,"
 
Zahlung mittels Kreditkarte
",None
8452,"Unser Zahlungsdienstleister für die Abwicklung von Kreditkartenzahlungen ist die PAYONE GmbH, Lyoner Straße 9, 60528 Frankfurt am Main.",None
8453,"Wie Payone Ihre Daten verarbeitet, finden Sie im Datenschutzhinweis von Payone:",None
8454,https://www.payone.com/dsgvo/. Die Verarbeitung der Daten Ihrer Kreditkarte für die Zahlung sowie die Anwendung der Sicherheitsmaßnahmen des Herausgebers Ihrer Kreditkarte wie 3D-Secure und starke Kundenauthentifizierung erfolgen unmittelbar beim Zahlungsdienstleister.,None
8455,"Wir erhalten keinen Zugang zu Ihren vollständigen Kreditkartendaten und speichern nur eine Referenz in Form einer gekürzten Kreditkartennummer, damit Sie sie wiedererkennen können.",None
8456,Für Zwecke der Betrugsprävention wird mithilfe eines Auftragsverarbeiters ein Fingerprint Ihres Gerätes oder Browsers zusammen mit den Zahlungsdaten verarbeitet.,None
8457,"Dies dient Ihrem und unserem Schutz, um der missbräuchlichen Verwendung Ihres Zahlungsmittels zur Zahlung bei bahn.de/bahn.com vorbeugen zu können.",None
8458,Rechtsgrundlage hierfür ist Art. 6 Abs. 1 lit.,None
8459,"
 
Zahlung über Paypal
",None
8460,Bei Zahlung via PayPal werden Ihre Zahlungsdaten im Rahmen der Zahlungsabwicklung an die PayPal (Europe) S.à,None
8461,Weitere datenschutzrechtliche Informationen entnehmen Sie bitte der Datenschutzerklärung von Paypal.,None
8462,"
 
Zahlung über paydirekt
",None
8463,"Bei Zahlung via paydirekt werden Ihre Zahlungsdaten im Rahmen der Zahlungsabwicklung an die paydirekt GmbH, Hamburger Allee 26-28, 60486 Frankfurt am Main weitergeleitet.",None
8464,Nähere Informationen erhalten Sie in der paydirekt Datenschutzerklärung.,None
8465,"
 
Zahlung über Klarna
",None
8466,"Wenn Sie sich für eine Zahlung per Ratenzahlungskauf oder Sofortüberweisung entscheiden, übernimmt der Zahlungsdienstleister Klarna Bank AB (publ), Sveavägen 46, 111 34 Stockholm, Schweden die Abwicklung der Zahlung.",None
8467,Nähere Informationen erhalten Sie in der Datenschutzerklärung von Klarna.,None
8468,"
 
Buchung einer BahnCard
",None
8469,Beim Erwerb einer BahnCard werden Kontakt- und Identifizierungsdaten (bspw. Geburtsdatum) erfasst.,None
8470,"Nähere Informationen zur Datenverarbeitung im Zusammenhang mit der BahnCard finden Sie unter: www.db-vertrieb.com/datenschutz
",None
8471,Anfrage rund um Ihre Buchung auf bahn.de/bahn.com,None
8472,"Wenn Sie uns eine Anfrage rund um Ihre Buchung mittels des Kontaktformulars auf unserer Website stellen, werden Ihre Angaben aus dem Anfrageformular inklusive der von Ihnen dort angegebenen Kontaktdaten zwecks Bearbeitung der Anfrage und für den Fall von Anschlussfragen auf Grundlage von Art. 6 Abs. 1 lit.",None
8473,b DSGVO durch uns verarbeitet.,None
8474,"Angebote zu ähnlichen Waren oder Dienstleistungen
",None
8475,"Ihre im Zuge der Registrierung oder im Rahmen der Vertragsdurchführung (z.B. Buchung eines Digitalen Tickets) erhobene E-Mail-Adresse verwenden wir außerdem, um Sie per E-Mail über eigene, ähnliche Waren oder Dienstleistungen zu informieren.",None
8476,Die Verarbeitung der E-Mail-Adresse erfolgt in diesem Fall auf Grundlage unseres überwiegenden berechtigten Interesses an der Bewerbung unserer Waren und Dienstleistungen (Art. 6 Abs. 1 lit.,None
8477,"

Dieser werblichen Verwendung Ihrer Daten können Sie jederzeit mit Wirkung für die Zukunft widersprechen.",None
8478,Ihren Widerspruch können Sie über den Widerspruchslink in jeder hierzu erhaltenen E-Mail erteilen oder per E-Mail an ecommerce-datenschutz@bahn.de richten (Werbewiderspruch).,None
8479,"Abo-Online-Bestellung
",None
8480,Bei der Bestellung einer Zeitkarte im Abo werden Kontakt- und Zahlungsdaten erhoben.,None
8481,"Je nach Angebot können auch Identifizierungsdaten, wie z.B. Geburtsdatum oder Lichtbild, erforderlich sein.",None
8482,"Anmeldung zum Newsletter
Melden Sie sich zu einem Newsletter von uns an, wird als Pflichtangabe die E-Mail-Adresse erhoben.",None
8483,Bei der Anmeldung zum Newsletter speichern wir zudem die vom Internet-Service-Provider (ISP) vergebene IP-Adresse Ihres zum Zeitpunkt der Anmeldung verwendeten Endgerätes sowie das Datum und die Uhrzeit der Anmeldung.,None
8484,"Die Erhebung dieser Daten ist erforderlich, um den (möglichen) Missbrauch der E-Mail-Adresse einer betroffenen Person zu einem späteren Zeitpunkt nachvollziehen zu können und dient deshalb unserer rechtlichen Absicherung.",None
8485,"Um Ihnen ansprechende und für Sie relevante Inhalte anbieten zu können, erfassen wir Ihr Interesse an den Inhalten des bahn.de/bahn.com-Newsletters anhand des Anklickens und der Anzeige von Inhalten mittels individualisierter Links.",None
8486,"

Ihre E-Mail-Adresse kann in diesem Fall von uns für werbliche Zwecke genutzt werden.",None
8487,Rechtsgrundlage hierfür ist Art. 6 Abs. 1 lit.,None
8488,Sie können sich jederzeit vom Newsletter wieder abmelden unter ecommerce-datenschutz@bahn.de oder indem Sie den Abmelde-Link unten in Ihrem Newsletter anklicken.,None
8489,"Sofern Sie der werblichen Nutzung Ihrer Daten widersprechen, werden Ihre Daten nur anonymisiert zu statistischen Auswertungszwecken genutzt.",None
8490,Teilnahme an Gewinnspielen,None
8491,Im Rahmen von Gewinnspielen werden Daten zu deren Abwicklung erhoben.,None
8492,"Die Einzelheiten hierzu, wie z.B. welche Daten zu welchem Zweck erhoben werden, finden Sie auf der Seite des jeweiligen Gewinnspiels.",None
8493,"Virtuelle Chatassistenten
",None
8494,Auf bahn.de/bahn.com werden virtuelle Chatassistenten (auch Chatbot genannt) eigesetzt.,None
8495,Diese Assistenten dienen als Vertriebskanal und unterstützen Sie bei der Suche nach Informationen auf bahn.de/bahn.com und im DB Navigator.,None
8496,"Sie kennen die Website-Inhalte und liefern auf Kundenfragen schlüsselwortbasierten Antworten, geben eine Linkempfehlung für die relevante Website aus oder empfehlen den Kundenkontakt mit einem anderen Kanal.",None
8497,Die Chatbots werden laufend weiterentwickelt und unterstützen Sie bei der Navigation im Online- und Mobile-Bereich.,None
8498,Aktuell werden keine vertragsspezifischen Kundenanfragen durch die eingesetzten Chatbots gelöst.,None
8499,"Solche Anfragen werden nach wie vor persönlich im Live-Chat, per Telefon oder E-Mail bearbeitet.",None
8500,Persönliche Angaben sind zur Nutzung weder erforderlich noch gewünscht.,None
8501,"Die Kundenfragen werden maximal für 34 Tage im Chatbot gespeichert, um die Funktionalität selbstlernend zu optimieren.",None
8502,Personenbezogene Daten werden nicht ausgewertet.,None
8503,"Nutzungsdaten wie Chatdauer, Timestamps der Nachrichten, Anzahl der Dialoge und ungefährer Standort der Nutzer werden nur für statistische Zwecke gespeichert.",None
8504,"Wir verarbeiten Ihre Daten ausschließlich zur Bearbeitung Ihres Anliegens und zu internen Zwecken, z.B. die Steuerung und Verbesserung unserer Geschäfts- und Serviceprozesse (Art.6 Abs.1 lit.",None
8505,b) Datenschutzgrundverordnung).,None
8506,Buchung eines digitalen Tickets nach Besuch einer Partnerseite (im Rahmen des Affiliate-Marketings),None
8507,"Wenn Sie nach Klick auf ein DB-Affiliate-Werbemittel auf einer externen Partnerseite eine Buchung tätigen, werden die vom Partner dort gesetzten Cookies ausgelesen.",None
8508,Die Cookies haben eine Laufzeit von 30 Tagen.,None
8509,"Dies ist nötig, um dem Partner eine Vergütung für die initiierte Buchung zukommen zu lassen.",None
8510,Im Rahmen des Affiliate-Marketings arbeiten wir mit dem Netzwerk Awin zusammen.,None
8511,"
Werden Daten weitergegeben?",None
8512,"Für die Vertragsabwicklung ist in der Regel die Einschaltung weisungsabhängiger Auftragsverarbeiter erforderlich, wie z. B. von Rechenzentrumsbetreibern, Druck- oder Versanddienstleistern oder sonstigen an der Vertragserfüllung Beteiligten.",None
8513,"

Externe Dienstleister, die für uns im Auftrag Daten verarbeiten, werden von uns sorgfältig ausgewählt und vertraglich streng verpflichtet.",None
8514,"Die Dienstleister arbeiten nach unserer Weisung, was durch strenge vertragliche Regelungen, durch technische und organisatorische Maßnahmen und durch ergänzende Kontrollen sichergestellt wird.",None
8515,"Eine Übermittlung Ihrer Daten erfolgt im Übrigen nur, wenn Sie uns dazu eine ausdrückliche Einwilligung erteilt haben oder aufgrund einer gesetzlichen Regelung

",None
8516,"Eine Übermittlung in Drittstaaten außerhalb der EU/des EWR oder an eine internationale Organisation findet nicht statt, es sei denn, es liegen angemessene Garantien vor.",None
8517,Dazu gehören die EU-Standardvertragsklauseln sowie ein Angemessenheitsbeschluss der EU-Kommission.,None
8518,Eine Weitergabe kann beispielsweise in folgenden Konstellationen zum Zwecke der Vertragsabwicklung bei Buchung auf bahn.de/bahn.com erforderlich sein:,None
8519,"

Reiseversicherungen unseres Partners Europäische Reiseversicherung AG,
Hotelleistungen über unseren Hotelreservierungspartner",None
8520,"HRS
",None
8521,"Nutzung des DB Mietwagenangebots der Anbieter DB Rent, Europcar und Sixt
",None
8522,"Bonitätsprüfung bei Anmeldung zum Lastschriftverfahren durch die Infoscore Consumer Data GmbH
",None
8523,"Bei der Inanspruchnahme des Mobilitätsservice werden Ihre Daten an die jeweiligen Stellen im DB-Konzern weitergegeben, die daran beteiligt sind
",None
8524,Bei der Buchung einer BahnCard auf bahn.de/bahn.com schließen Sie einen Vertrag mit der DB Fernverkehr AG.,None
8525,Zu diesem Zweck übermitteln wir die angegebenen Daten an diese.,None
8526,Näheres hierzu finden Sie in den entsprechenden AGB.,None
8527,Wir wickeln hierzu lediglich die Bezahlung ab und speichern zu diesem Zweck die angegebenen Daten.,None
8528,Im Falle von Zahlungsunregelmäßigkeiten /,None
8529,Zahlungsausfall können Forderungsdaten an ein Inkassounternehmen weitergegeben werden.,None
